Developer,Units Available,Price,Maintenance Charges,Project Name,Carpet Area,Parking,City,Property,BHK,Price per Sqft
,0.0,62500000.0,11000.0,,1100.0,Yes,Mumbai,3 BHK,3,56818.181818181816
Arkade Group,5.0,50700000.0,9.0,Arkade Aura,907.0,Yes,Mumbai,3 BHK,3,55898.56670341786
,0.0,37500000.0,15000.0,,758.0,Yes,Mumbai,2 BHK,2,49472.295514511876
,0.0,64000000.0,10000.0,,1250.0,Yes,Mumbai,3 BHK,3,51200.0
,1.0,52500000.0,10000.0,,1025.0,Yes,Mumbai,3 BHK,3,51219.51219512195
Satyashraya Developers,0.0,59500000.0,20000.0,Palazzo Landmark,1040.0,Yes,Mumbai,3 BHK,3,57211.53846153846
Kalpataru Group,5.0,53000000.0,9000.0,Kalpataru  Imperia,1098.0,Yes,Mumbai,3 BHK,3,48269.581056466304
,0.0,150000000.0,32000.0,,2700.0,Yes,Mumbai,4 BHK,4,55555.555555555555
,0.0,140000000.0,0.0,Tiara Tower,2200.0,Yes,Mumbai,4 BHK,4,63636.36363636364
,0.0,40000000.0,10000.0,Atlanta Santacruz West,800.0,Yes,Mumbai,2 BHK,2,50000.0
,3.0,120000000.0,35000.0,,2500.0,Yes,Mumbai,6 BHK,6,48000.0
,,67500000.0,,,1400.0,No,Mumbai,3 BHK,3,48214.28571428572
R Raheja Properties,,120000000.0,,Raheja Park West,1732.0,No,Mumbai,4 BHK,4,69284.06466512702
R Raheja Properties,,90000000.0,,Raheja Park West,1383.0,No,Mumbai,3 BHK,3,65075.92190889371
,,45000000.0,,,845.0,No,Mumbai,2 BHK,2,53254.43786982248
RNA Saranga,,34000000.0,5500.0,Jolly Bhavan Apartments,800.0,No,Mumbai,2 BHK,2,42500.0
Cooperative Group Housing Society,,35000000.0,,Rajarshi CHS,700.0,Yes,Mumbai,2 BHK,2,50000.0
,,33000000.0,6000.0,,690.0,No,Mumbai,2 BHK,2,47826.086956521736
,1.0,57500000.0,8000.0,,1100.0,Yes,Mumbai,3 BHK,3,52272.72727272727
,,56000000.0,,,1615.0,No,Mumbai,3 BHK,3,34674.9226006192
,2.0,83000000.0,12500.0,,1240.0,Yes,Mumbai,3 BHK,3,66935.48387096774
,0.0,75000000.0,11.0,,2200.0,Yes,Mumbai,4 BHK,4,34090.90909090909
,5.0,39900000.0,9000.0,,945.0,Yes,Mumbai,3 BHK,3,42222.22222222222
,,7000000.0,,Green Garden,225.0,No,Mumbai,1 BHK,1,31111.11111111111
,,19000000.0,,,550.0,No,Mumbai,1 BHK,1,34545.454545454544
M L Group,,97500000.0,,K L Mehrise,1450.0,No,Mumbai,3 BHK,3,67241.37931034483
,,17000000.0,,,700.0,No,Mumbai,2 BHK,2,24285.714285714286
Cooperative Group Housing Society,,17500000.0,,Neet And Geet CHS ,650.0,No,Mumbai,2 BHK,2,26923.076923076922
Cooperative Group Housing Society,0.0,24000000.0,1000.0,Sushila Baug CHS,585.0,No,Mumbai,1 BHK,1,41025.64102564102
Kalpataru Group,,55125003.0,12.0,Kalpataru  Imperia,1176.0,Yes,Mumbai,3 BHK,3,46875.00255102041
,,22000000.0,,,550.0,No,Mumbai,1 BHK,1,40000.0
,0.0,20000000.0,6000.0,,495.0,Yes,Mumbai,1 BHK,1,40404.0404040404
,,52500000.0,,,1160.0,No,Mumbai,3 BHK,3,45258.620689655174
,,75000002.0,3500.0,,1700.0,Yes,Mumbai,4 BHK,4,44117.64823529412
Sethia Infrastructure,,45000000.0,,Blossom,806.0,No,Mumbai,2 BHK,2,55831.26550868486
Pioneer Group,0.0,16000000.0,4000.0,Pioneer Heritage,560.0,Yes,Mumbai,1 BHK,1,28571.428571428572
,,30000000.0,,Urmila Cooperative Housing Society,600.0,No,Mumbai,2 BHK,2,50000.0
,1.0,30320000.0,8000.0,,1150.0,Yes,Mumbai,3 BHK,3,26365.217391304348
,,30000000.0,,,795.0,Yes,Mumbai,2 BHK,2,37735.84905660377
,0.0,50000000.0,7500.0,Elizabeth Home,1250.0,Yes,Mumbai,3 BHK,3,40000.0
VR Ventures,,13000000.0,,Landmark Apartment,550.0,Yes,Mumbai,1 BHK,1,23636.363636363636
,,15000000.0,,,570.0,No,Mumbai,1 BHK,1,26315.78947368421
,,35000000.0,,Super Bazar,1300.0,No,Mumbai,4 BHK,4,26923.076923076922
,,47500000.0,,,1150.0,No,Mumbai,3 BHK,3,41304.34782608696
BHOOMI GROUP,,29000000.0,,Bhoomi Prestige,820.0,No,Mumbai,2 BHK,2,35365.85365853659
,0.0,140000000.0,15000.0,Tiara Tower,2000.0,Yes,Mumbai,4 BHK,4,70000.0
,0.0,82500000.0,0.0,,1650.0,Yes,Mumbai,4 BHK,4,50000.0
Ruparel Realty,10.0,60700000.0,7500.0,Ruparel Panache,1265.0,Yes,Mumbai,3 BHK,3,47984.18972332016
,,55000000.0,14000.0,,1465.0,Yes,Mumbai,3 BHK,3,37542.662116040956
Ruparel Realty,0.0,51000000.0,8000.0,Ruparel Panache,1098.0,Yes,Mumbai,3 BHK,3,46448.08743169399
Ruparel Realty,15.0,39170000.0,5500.0,Ruparel Panache,815.0,Yes,Mumbai,2 BHK,2,48061.34969325153
,,16500000.0,,,605.0,No,Mumbai,1 BHK,1,27272.727272727272
,,35000000.0,,,701.0,No,Mumbai,3 BHK,3,49928.67332382311
,0.0,23000000.0,,,660.0,Yes,Mumbai,1 BHK,1,34848.48484848485
,0.0,47500000.0,0.0,,1100.0,No,Mumbai,3 BHK,3,43181.818181818184
,0.0,24900000.0,1.0,Nav Kiran,1000.0,Yes,Mumbai,2 BHK,2,24900.0
,,108000000.0,,,2010.0,Yes,Mumbai,3 BHK,3,53731.34328358209
,1.0,62500000.0,,Davdeep Apartment,1350.0,No,Mumbai,3 BHK,3,46296.2962962963
Mantri Developers Pvt. Ltd.,,56000000.0,6000.0,Mantri Sujata,1200.0,Yes,Mumbai,3 BHK,3,46666.666666666664
,,19500000.0,3000.0,,631.0,No,Mumbai,2 BHK,2,30903.328050713153
,4.0,36500000.0,,,860.0,Yes,Mumbai,2 BHK,2,42441.86046511628
,,18000000.0,,Ajanta Apartments Santacruz West,560.0,No,Mumbai,1 BHK,1,32142.85714285714
Bhanu Builders,,57500000.0,,Uday Bhanu,1200.0,No,Mumbai,3 BHK,3,47916.666666666664
,,41800000.0,,Kings Acres Apartment,1280.0,No,Mumbai,3 BHK,3,32656.25
,2.0,45000000.0,,Arristo Sapphire,800.0,Yes,Mumbai,2 BHK,2,56250.0
,,37500000.0,7.0,Silver Beliza Apartment,870.0,Yes,Mumbai,3 BHK,3,43103.44827586207
Ruparel Realty,0.0,60000000.0,15000.0,Ruparel Panache,1256.0,Yes,Mumbai,3 BHK,3,47770.700636942674
Mantri Developers Pvt. Ltd.,,58000000.0,6000.0,Mantri Sujata,1200.0,Yes,Mumbai,3 BHK,3,48333.333333333336
,,23000000.0,3500.0,,540.0,No,Mumbai,1 BHK,1,42592.59259259259
DG Developments,,42500000.0,,Arsha Villa Apartment,900.0,No,Mumbai,3 BHK,3,47222.22222222222
Cooperative Group Housing Society,0.0,47000000.0,4500.0,Prakash CHS,1350.0,No,Mumbai,3 BHK,3,34814.81481481482
,,32500000.0,,,490.0,No,Mumbai,2 BHK,2,66326.5306122449
,1.0,23000000.0,0.0,,800.0,Yes,Mumbai,2 BHK,2,28750.0
,1.0,36500000.0,5000.0,Gautam Apartments,860.0,Yes,Mumbai,2 BHK,2,42441.86046511628
Radius Developers,,90000000.0,25000.0,64 Greens,1175.0,Yes,Mumbai,3 BHK,3,76595.74468085106
,,62500000.0,8000.0,,1275.0,Yes,Mumbai,3 BHK,3,49019.60784313725
RNA Corp,,58500000.0,,RNA Classic CHS,1121.0,Yes,Mumbai,3 BHK,3,52185.548617305976
RNA Corp,,58000000.0,6700.0,RNA Classic CHS,1120.0,Yes,Mumbai,3 BHK,3,51785.71428571428
,0.0,15500000.0,2200.0,,500.0,No,Mumbai,1 BHK,1,31000.0
,0.0,23500000.0,1000.0,,760.0,Yes,Mumbai,2 BHK,2,30921.052631578947
Dheeraj Realty,,17500000.0,3500.0,Dheeraj Heritage Residency,470.0,Yes,Mumbai,1 BHK,1,37234.04255319149
,0.0,23500000.0,5175.0,Raja Tirupati Balaji Towers,500.0,No,Mumbai,1 BHK,1,47000.0
,,45000000.0,9000.0,,865.0,Yes,Mumbai,2 BHK,2,52023.12138728324
,,42500000.0,9000.0,,767.0,Yes,Mumbai,2 BHK,2,55410.69100391134
,,25000000.0,0.0,,800.0,No,Mumbai,2 BHK,2,31250.0
Cooperative Group Housing Society,0.0,37506000.0,8000.0,Prakash CHS,893.0,Yes,Mumbai,3 BHK,3,42000.0
,1.0,15000000.0,0.0,Vivek Apartments,492.0,Yes,Mumbai,1 BHK,1,30487.80487804878
,0.0,62500000.0,24000.0,Davdeep Apartment,1350.0,No,Mumbai,3 BHK,3,46296.2962962963
,,95000000.0,15000.0,S Raheja Sapphire,1250.0,No,Mumbai,3 BHK,3,76000.0
,1.0,24500000.0,1500.0,,553.0,Yes,Mumbai,1 BHK,1,44303.79746835443
Raja Builders,0.0,41100000.0,19829.0,10 Central Avenue,650.0,Yes,Mumbai,2 BHK,2,63230.769230769234
Ruparel Realty,,94000000.0,,Ruparel Panache,2080.0,Yes,Mumbai,5 BHK,5,45192.307692307695
,2.0,41000000.0,8000.0,Genesis Apartment,744.0,Yes,Mumbai,2 BHK,2,55107.52688172043
Mantri Developers Pvt. Ltd.,,58000000.0,7000.0,Mantri Sujata,1150.0,Yes,Mumbai,3 BHK,3,50434.782608695656
Vaibhav Corporation Pvt. Ltd.,,23000000.0,,Vrindavan,550.0,No,Mumbai,2 BHK,2,41818.181818181816
Ruparel Realty,,39100000.0,,Ruparel Panache,815.0,No,Mumbai,2 BHK,2,47975.460122699384
,5.0,140000000.0,,,2325.0,Yes,Mumbai,4 BHK,4,60215.05376344086
,,51000000.0,11000.0,Ved Kabir,1100.0,Yes,Mumbai,2 BHK,2,46363.63636363636
,1.0,95000000.0,,Geetanjali Apartment,2150.0,Yes,Mumbai,3 BHK,3,44186.04651162791
,,31100000.0,6000.0,Dev Shakti,700.0,Yes,Mumbai,2 BHK,2,44428.57142857143
,0.0,50000000.0,5000.0,Elizabeth Home,1200.0,Yes,Mumbai,3 BHK,3,41666.666666666664
,0.0,30000000.0,2000.0,Toshiba Apartment,700.0,Yes,Mumbai,2 BHK,2,42857.142857142855
,0.0,90000000.0,,,1385.0,Yes,Mumbai,3 BHK,3,64981.94945848375
,0.0,100000000.0,9000.0,,1750.0,Yes,Mumbai,4 BHK,4,57142.857142857145
Lido Developers,,55000000.0,5000.0,Lido Towers,1054.0,Yes,Mumbai,3 BHK,3,52182.16318785579
Shubham group,,102500000.0,15000.0,Serenity,2200.0,No,Mumbai,4 BHK,4,46590.90909090909
,0.0,36500000.0,,,860.0,Yes,Mumbai,2 BHK,2,42441.86046511628
,1.0,65000000.0,,,1140.0,Yes,Mumbai,3 BHK,3,57017.54385964912
,0.0,90000000.0,20000.0,,2150.0,Yes,Mumbai,4 BHK,4,41860.46511627907
,,30000000.0,4000.0,Auro Villa,505.0,No,Mumbai,1 BHK,1,59405.94059405941
Ruparel Realty,7.0,34500000.0,6.0,Ruparel Panache,820.0,Yes,Mumbai,2 BHK,2,42073.170731707316
,0.0,60000000.0,16000.0,,1350.0,Yes,Mumbai,3 BHK,3,44444.444444444445
,0.0,29000000.0,8000.0,,676.0,Yes,Mumbai,2 BHK,2,42899.408284023666
,8.0,50000000.0,30000.0,,1100.0,Yes,Mumbai,4 BHK,4,45454.545454545456
,1.0,17000000.0,2800.0,,650.0,Yes,Mumbai,2 BHK,2,26153.846153846152
,,87500000.0,20000.0,Pacific Avenue,1525.0,Yes,Mumbai,3 BHK,3,57377.04918032787
BHOOMI GROUP,0.0,31600000.0,9000.0,Bhoomi Prestige,736.0,Yes,Mumbai,2 BHK,2,42934.782608695656
Paradigm Realty,4.0,29000000.0,9.0,Paradigm Artteza,675.0,Yes,Mumbai,2 BHK,2,42962.96296296296
Paradigm Realty,50.0,29700000.0,15.0,Paradigm Artteza,676.0,Yes,Mumbai,2 BHK,2,43934.91124260355
Paradigm Realty,1.0,28800000.0,20000.0,Paradigm Artteza,675.0,Yes,Mumbai,2 BHK,2,42666.666666666664
,0.0,39900000.0,7500.0,,1190.0,Yes,Mumbai,3 BHK,3,33529.41176470588
,10.0,37500000.0,0.0,Vogue,815.0,Yes,Mumbai,2 BHK,2,46012.26993865031
,13.0,52700000.0,12.0,,1098.0,Yes,Mumbai,3 BHK,3,47996.35701275046
,13.0,39100000.0,12.0,,815.0,Yes,Mumbai,2 BHK,2,47975.460122699384
,0.0,36700000.0,10000.0,,820.0,Yes,Mumbai,2 BHK,2,44756.09756097561
,,100000000.0,,Mamta Apartment,2000.0,No,Mumbai,4 BHK,4,50000.0
Arkade Group,,85500000.0,,Arkade Aura,1613.0,No,Mumbai,4 BHK,4,53006.81959082455
Arkade Group,,66500000.0,,Arkade Aura,1250.0,No,Mumbai,3 BHK,3,53200.0
,,67200000.0,,,1200.0,No,Mumbai,3 BHK,3,56000.0
,,65000000.0,,,1100.0,Yes,Mumbai,3 BHK,3,59090.90909090909
,50.0,79900000.0,20.0,,1243.0,Yes,Mumbai,3 BHK,3,64279.96781979083
,0.0,95000000.0,10000.0,,1600.0,Yes,Mumbai,4 BHK,4,59375.0
,0.0,89900000.0,12000.0,,1525.0,Yes,Mumbai,3 BHK,3,58950.81967213115
,0.0,95000000.0,15000.0,Green Field Apartment,1600.0,Yes,Mumbai,4 BHK,4,59375.0
BHOOMI GROUP,1.0,31500000.0,5000.0,Bhoomi Prestige,674.0,Yes,Mumbai,2 BHK,2,46735.905044510386
,2.0,180000000.0,40000.0,,3250.0,Yes,Mumbai,5 BHK,5,55384.61538461538
AUM Developers,0.0,105000000.0,0.0,Palazzo Apartment,1950.0,Yes,Mumbai,4 BHK,4,53846.153846153844
,3.0,125000000.0,25000.0,,2000.0,Yes,Mumbai,4 BHK,4,62500.0
,2.0,110000000.0,30000.0,,2250.0,Yes,Mumbai,5 BHK,5,48888.88888888889
Paradigm Realty,2.0,28800000.0,7000.0,Paradigm Artteza,675.0,Yes,Mumbai,2 BHK,2,42666.666666666664
Ekta World,,90000000.0,30000.0,Ekta Invictus,2056.0,Yes,Mumbai,4 BHK,4,43774.31906614786
Khemchand Kothari Group,2.0,85100000.0,25000.0,RA Residences,1308.0,Yes,Mumbai,3 BHK,3,65061.1620795107
Bombay Realty,2.0,75000000.0,40000.0,Bombay Dyeing Two ICC,2100.0,Yes,Mumbai,4 BHK,4,35714.28571428572
,4.0,87900000.0,25000.0,,2070.0,Yes,Mumbai,4 BHK,4,42463.76811594203
Bombay Realty,5.0,74800000.0,25000.0,Bombay Dyeing Two ICC,2070.0,Yes,Mumbai,4 BHK,4,36135.26570048309
Bombay Realty,4.0,67900000.0,25000.0,Island City Center One ICC,1943.0,Yes,Mumbai,3 BHK,3,34945.95985589295
,,70000000.0,,,1943.0,No,Mumbai,3 BHK,3,36026.76273803397
,0.0,68900000.0,20000.0,,1900.0,No,Mumbai,3 BHK,3,36263.15789473684
Bombay Realty,100.0,66700000.0,15.0,Island City Center,1956.0,Yes,Mumbai,3 BHK,3,34100.2044989775
Bombay Realty,2.0,90000000.0,25.0,Bombay Dyeing Two ICC,2070.0,Yes,Mumbai,4 BHK,4,43478.260869565216
Bombay Realty,4.0,68800000.0,5.0,Island City Center One ICC,1960.0,Yes,Mumbai,3 BHK,3,35102.04081632653
Bombay Realty,,79900000.0,8.0,Island City Center,2000.0,No,Mumbai,4 BHK,4,39950.0
Bombay Realty,,109900000.0,8.0,Island City Center,2514.0,No,Mumbai,4 BHK,4,43715.194908512334
Bombay Realty,7.0,62000000.0,16000.0,Island City Center,1650.0,Yes,Mumbai,3 BHK,3,37575.757575757576
Bombay Realty,40.0,71500000.0,1.0,Island City Center,2076.0,Yes,Mumbai,4 BHK,4,34441.23314065511
Bombay Realty,60.0,83800000.0,1.0,Island City Center One ICC,2488.0,Yes,Mumbai,4 BHK,4,33681.67202572347
Ruparel Realty,10.0,23500000.0,10.0,Ruparel Luminaire,675.0,Yes,Mumbai,2 BHK,2,34814.81481481482
,3.0,89000000.0,1.0,,1700.0,Yes,Mumbai,4 BHK,4,52352.94117647059
,,55000000.0,12.0,,1177.0,Yes,Mumbai,3 BHK,3,46728.97196261682
Bombay Realty,2.0,69800000.0,0.0,Island City Center,1611.0,Yes,Mumbai,3 BHK,3,43327.126008690255
,56.0,69900000.0,18.0,,1965.0,No,Mumbai,3 BHK,3,35572.51908396946
Ruparel Realty,100.0,20000000.0,15.0,Ruparel Luminaire,575.0,Yes,Mumbai,2 BHK,2,34782.608695652176
Bombay Realty,0.0,83000000.0,25.0,Bombay Dyeing Two ICC,1950.0,Yes,Mumbai,4 BHK,4,42564.10256410256
Bombay Realty,,88000000.0,15.0,Island City Center One ICC,2488.0,Yes,Mumbai,4 BHK,4,35369.774919614145
Bombay Realty,5.0,72000000.0,18.0,Bombay Dyeing Two ICC,2080.0,Yes,Mumbai,4 BHK,4,34615.38461538462
Bombay Realty,25.0,84700000.0,25.0,Bombay Dyeing Two ICC,1760.0,Yes,Mumbai,4 BHK,4,48125.0
Ruparel Realty,,20800000.0,,Ruparel Luminaire,705.0,Yes,Mumbai,2 BHK,2,29503.54609929078
Bombay Realty,,79700000.0,8.0,Island City Center,1980.0,No,Mumbai,3 BHK,3,40252.52525252525
Bombay Realty,1.0,79900000.0,16.0,Bombay Dyeing Two ICC,2076.0,Yes,Mumbai,4 BHK,4,38487.47591522158
Bombay Realty,3.0,75000000.0,17.0,Bombay Dyeing Two ICC,1950.0,Yes,Mumbai,3 BHK,3,38461.53846153846
Bombay Realty,25.0,84700000.0,25.0,Bombay Dyeing Two ICC,1760.0,Yes,Mumbai,4 BHK,4,48125.0
Ruparel Realty,,20800000.0,,Ruparel Luminaire,705.0,Yes,Mumbai,2 BHK,2,29503.54609929078
Bombay Realty,,79700000.0,8.0,Island City Center,1980.0,No,Mumbai,3 BHK,3,40252.52525252525
Bombay Realty,1.0,79900000.0,16.0,Bombay Dyeing Two ICC,2076.0,Yes,Mumbai,4 BHK,4,38487.47591522158
Bombay Realty,3.0,75000000.0,17.0,Bombay Dyeing Two ICC,1950.0,Yes,Mumbai,3 BHK,3,38461.53846153846
,,32500000.0,,,930.0,No,Mumbai,2 BHK,2,34946.23655913978
Bombay Realty,2.0,80500000.0,26.0,Island City Center,1955.0,Yes,Mumbai,3 BHK,3,41176.470588235294
Bombay Realty,3.0,95000000.0,30000.0,Island City Center,2500.0,Yes,Mumbai,4 BHK,4,38000.0
,,18500000.0,30000.0,,430.0,No,Mumbai,1 BHK,1,43023.25581395349
Sugee Realty & Developers (India) Pvt. Ltd.,,85000000.0,0.0,Mahalaxmi,1100.0,Yes,Mumbai,3 BHK,3,77272.72727272728
,1.0,30000000.0,,,712.0,Yes,Mumbai,2 BHK,2,42134.831460674155
Bombay Realty,7.0,66000000.0,24165.0,Bombay Dyeing Two ICC,1611.0,Yes,Mumbai,3 BHK,3,40968.3426443203
Bombay Realty,0.0,77100000.0,25.0,Bombay Dyeing Two ICC,2079.0,Yes,Mumbai,4 BHK,4,37085.13708513709
Bombay Realty,4.0,62000000.0,24.0,Bombay Dyeing Two ICC,1611.0,Yes,Mumbai,3 BHK,3,38485.41278708877
Bombay Realty,1.0,90000000.0,0.0,Island City Center,2070.0,Yes,Mumbai,4 BHK,4,43478.260869565216
Bombay Realty,6.0,63000000.0,15000.0,Island City Center,1500.0,Yes,Mumbai,3 BHK,3,42000.0
Bombay Realty,1.0,69900000.0,15.0,Island City Center,2100.0,Yes,Mumbai,4 BHK,4,33285.71428571428
,,28000000.0,,,800.0,No,Mumbai,2 BHK,2,35000.0
,1.0,23000000.0,2500.0,Dhanlaxmi Apartment Dadar East,550.0,No,Mumbai,1 BHK,1,41818.181818181816
,2.0,9000000.0,2.0,,235.0,Yes,Mumbai,1 BHK,1,38297.87234042553
Bombay Realty,,69500000.0,30000.0,Bombay Dyeing Two ICC,1943.0,Yes,Mumbai,4 BHK,4,35769.428718476585
Bombay Realty,15.0,88500000.0,,Bombay Dyeing Two ICC,2488.0,Yes,Mumbai,4 BHK,4,35570.73954983923
Bombay Realty,,20500000.0,,Bombay Springs,450.0,No,Mumbai,1 BHK,1,45555.555555555555
Bombay Realty,0.0,56900000.0,12.0,Island City Center,1611.0,Yes,Mumbai,3 BHK,3,35319.67721911856
,,12500000.0,,,375.0,No,Mumbai,1 BHK,1,33333.333333333336
,,37500000.0,11879.0,Garden Court,672.0,Yes,Mumbai,2 BHK,2,55803.57142857143
,1.0,19600000.0,,,620.0,Yes,Mumbai,1 BHK,1,31612.90322580645
Bombay Realty,,77700000.0,,Island City Center,1655.0,Yes,Mumbai,3 BHK,3,46948.640483383686
,3.0,13000000.0,2500.0,,328.0,No,Mumbai,1 BHK,1,39634.14634146341
,0.0,16000000.0,,,450.0,No,Mumbai,1 BHK,1,35555.555555555555
,0.0,18000000.0,2500.0,,440.0,Yes,Mumbai,1 BHK,1,40909.09090909091
Shapoorji Pallonji Real Estate,,100000000.0,,Pashmina Serene,2269.0,No,Mumbai,4 BHK,4,44072.27853680035
Ruparel Realty,15.0,21600000.0,,Ruparel Luminaire,700.0,Yes,Mumbai,2 BHK,2,30857.14285714286
,,20000000.0,,,610.0,No,Mumbai,2 BHK,2,32786.88524590164
,,10000000.0,,Shikhar Apartment,225.0,Yes,Mumbai,1 BHK,1,44444.444444444445
,0.0,52500000.0,10000.0,,1100.0,Yes,Mumbai,3 BHK,3,47727.27272727273
,,35500000.0,,,702.0,No,Mumbai,2 BHK,2,50569.80056980057
Cooperative Group Housing Society,1.0,19000000.0,1800.0,Pearl CHS,416.0,Yes,Mumbai,1 BHK,1,45673.07692307692
,1.0,52100000.0,11000.0,,1100.0,Yes,Mumbai,3 BHK,3,47363.63636363636
Bombay Realty,3.0,93500000.0,30000.0,Bombay Dyeing Two ICC,2100.0,Yes,Mumbai,4 BHK,4,44523.80952380953
,,15000000.0,2700.0,,340.0,Yes,Mumbai,1 BHK,1,44117.64705882353
Cooperative Group Housing Society,0.0,37500000.0,0.0,Vatsalya CHS,1200.0,Yes,Mumbai,3 BHK,3,31250.0
Landmark Group,,21000000.0,5000.0,Landmark Tower,428.0,Yes,Mumbai,1 BHK,1,49065.42056074766
,,19000000.0,,Avenue 14,380.0,Yes,Mumbai,1 BHK,1,50000.0
,0.0,90000000.0,15000.0,,1770.0,Yes,Mumbai,4 BHK,4,50847.457627118645
,1.0,21000000.0,,,480.0,No,Mumbai,1 BHK,1,43750.0
,1.0,30000000.0,8000.0,Belle View Apartment,430.0,Yes,Mumbai,1 BHK,1,69767.44186046511
,,85000000.0,30000.0,,2000.0,Yes,Mumbai,4 BHK,4,42500.0
Bombay Realty,1.0,107000000.0,,Bombay Dyeing Two ICC,2146.0,Yes,Mumbai,4 BHK,4,49860.205032618825
Bombay Realty,12.0,80500000.0,0.0,Island City Center,2070.0,Yes,Mumbai,4 BHK,4,38888.88888888889
Bombay Realty,10.0,59900000.0,0.0,Island City Center,1611.0,Yes,Mumbai,3 BHK,3,37181.87461204221
Bombay Realty,,69900000.0,,Island City Center One ICC,1982.0,No,Mumbai,3 BHK,3,35267.40665993946
Raj Developers,1.0,25000000.0,5000.0,Navin Asha CHS,550.0,Yes,Mumbai,1 BHK,1,45454.545454545456
,11.0,29000000.0,10.0,Nabashruti Apartment,667.0,Yes,Mumbai,2 BHK,2,43478.260869565216
Ruparel Realty,,32500000.0,10000.0,Ruparel Luminaire,705.0,No,Mumbai,2 BHK,2,46099.29078014184
Bombay Realty,,57000000.0,,Bombay Dyeing Two ICC,1600.0,No,Mumbai,3 BHK,3,35625.0
,,25000000.0,2000.0,,624.0,No,Mumbai,2 BHK,2,40064.10256410256
,3.0,55000000.0,,,1190.0,Yes,Mumbai,3 BHK,3,46218.487394957985
,10.0,15000000.0,5000.0,,335.0,Yes,Mumbai,1 BHK,1,44776.119402985074
Bombay Realty,20.0,98000000.0,15000.0,Island City Center,1955.0,Yes,Mumbai,3 BHK,3,50127.877237851666
Bombay Realty,,63000000.0,,Island City Center,1620.0,No,Mumbai,3 BHK,3,38888.88888888889
Bombay Realty,2.0,72800000.0,8.0,Island City Center,2117.0,Yes,Mumbai,4 BHK,4,34388.2853094001
Khemchand Kothari Group,,92500000.0,,RA Residences,1838.0,Yes,Mumbai,3 BHK,3,50326.44178454842
Bombay Realty,3.0,72700000.0,8.0,Bombay Dyeing Two ICC,2117.0,Yes,Mumbai,4 BHK,4,34341.048653755315
Dynamic Developers,,17500000.0,,Crystal Height,410.0,No,Mumbai,1 BHK,1,42682.92682926829
Bombay Realty,2.0,69900000.0,5.0,Bombay Dyeing Two ICC,1840.0,Yes,Mumbai,3 BHK,3,37989.13043478261
Bombay Realty,5.0,87500000.0,45000.0,Island City Center One ICC,2488.0,Yes,Mumbai,4 BHK,4,35168.81028938907
,2.0,63900000.0,,,1420.0,Yes,Mumbai,3 BHK,3,45000.0
Shree Swami Samarth Builders & Developers,,14200000.0,2500.0,Shree Samarth,375.0,No,Mumbai,1 BHK,1,37866.666666666664
,,67000006.0,8000.0,,1956.0,Yes,Mumbai,3 BHK,3,34253.581799591004
,0.0,18000000.0,2000.0,,430.0,No,Mumbai,1 BHK,1,41860.46511627907
,,25000000.0,,,630.0,No,Mumbai,2 BHK,2,39682.53968253968
,0.0,32500000.0,,,688.0,Yes,Mumbai,2 BHK,2,47238.37209302326
Bombay Realty,,86000000.0,,Bombay Dyeing Two ICC,2076.0,No,Mumbai,4 BHK,4,41425.81888246628
Bombay Realty,2.0,83000000.0,25000.0,Bombay Dyeing Two ICC,2070.0,Yes,Mumbai,4 BHK,4,40096.618357487925
Bombay Realty,0.0,69000000.0,49000.0,Island City Center One ICC,1982.0,Yes,Mumbai,3 BHK,3,34813.319878910195
,,84700000.0,8000.0,,2488.0,Yes,Mumbai,4 BHK,4,34043.40836012862
Bombay Realty,,89000000.0,,Bombay Dyeing Two ICC,2500.0,No,Mumbai,4 BHK,4,35600.0
Bombay Realty,4.0,72500000.0,30000.0,Bombay Springs,1980.0,Yes,Mumbai,3 BHK,3,36616.16161616162
Bombay Realty,2.0,75000000.0,0.0,Bombay Dyeing Two ICC,2070.0,Yes,Mumbai,4 BHK,4,36231.884057971016
Bombay Realty,0.0,160000000.0,65000.0,Bombay Springs,3200.0,Yes,Mumbai,4 BHK,4,50000.0
Bombay Realty,12.0,79000000.0,45000.0,Bombay Dyeing Two ICC,2150.0,Yes,Mumbai,4 BHK,4,36744.186046511626
Bombay Realty,,79900000.0,,Island City Center,2100.0,No,Mumbai,3 BHK,3,38047.619047619046
,10.0,27000000.0,6500.0,,667.0,Yes,Mumbai,2 BHK,2,40479.76011994003
Bombay Realty,,63000000.0,12.0,Bombay Dyeing Two ICC,1611.0,Yes,Mumbai,3 BHK,3,39106.14525139665
Bombay Realty,0.0,55000000.0,13400.0,Bombay Dyeing Two ICC,1650.0,Yes,Mumbai,3 BHK,3,33333.333333333336
Ruparel Realty,0.0,19500000.0,5000.0,Ruparel Luminaire,575.0,Yes,Mumbai,2 BHK,2,33913.04347826087
Bombay Realty,5.0,80000000.0,26.0,Island City Center,2345.0,Yes,Mumbai,4 BHK,4,34115.13859275053
Khemchand Kothari Group,0.0,72500000.0,30000.0,RA Residences,1838.0,Yes,Mumbai,3 BHK,3,39445.048966267685
Khemchand Kothari Group,,90000000.0,,RA Residences,1838.0,No,Mumbai,3 BHK,3,48966.26768226333
Bombay Realty,5.0,79900000.0,,Bombay Dyeing Two ICC,2102.0,Yes,Mumbai,4 BHK,4,38011.41769743102
