Developer,Units Available,Price,Maintenance Charges,Project Name,Carpet Area,Parking,City,Property,BHK,Price per Sqft
,1.0,34800000.0,12000.0,,1075.0,Yes,Mumbai,3 BHK,3,32372.093023255813
Bholenath Developers Ltd.,2.0,35000000.0,10000.0,Chembur Castle,980.0,Yes,Mumbai,3 BHK,3,35714.28571428572
Hubtown Ltd.,14.0,28000000.0,5000.0,Hubtown Seasons,954.0,Yes,Mumbai,3 BHK,3,29350.104821802935
Hubtown Ltd.,,18900000.0,5000.0,Hubtown Seasons,648.0,Yes,Mumbai,2 BHK,2,29166.666666666668
,0.0,26000000.0,7500.0,,833.0,Yes,Mumbai,2 BHK,2,31212.484993997597
Runwal Developers,,19900000.0,4500.0,Runwal Serene,700.0,Yes,Mumbai,2 BHK,2,28428.571428571428
,0.0,85000000.0,1000.0,,2300.0,Yes,Mumbai,5 BHK,5,36956.52173913043
Safal Group,0.0,47500000.0,1000.0,Safal Nav Parmanu,1500.0,Yes,Mumbai,4 BHK,4,31666.666666666668
The Wadhwa Group,10.0,28500000.0,15.0,Wadhwa Dukes Horizon,698.0,Yes,Mumbai,2 BHK,2,40830.94555873926
,0.0,35000000.0,11500.0,,1175.0,Yes,Mumbai,3 BHK,3,29787.23404255319
,3.0,13700000.0,4500.0,,650.0,Yes,Mumbai,2 BHK,2,21076.923076923078
Veena Developers,12.0,16500000.0,10.0,Veena Serenity,631.0,Yes,Mumbai,2 BHK,2,26148.969889064978
,0.0,28000000.0,7000.0,,960.0,Yes,Mumbai,2 BHK,2,29166.666666666668
Satra Group,12.0,21000000.0,10.0,Satra Harmony,824.0,Yes,Mumbai,2 BHK,2,25485.436893203885
Godrej Properties,6.0,16500000.0,7.0,Godrej Central,600.0,Yes,Mumbai,2 BHK,2,27500.0
The Wadhwa Group,10.0,35500000.0,15.0,Wadhwa Dukes Horizon,835.0,Yes,Mumbai,3 BHK,3,42514.97005988024
Shree Krishna Group ,,24500000.0,,Pinnacle ,764.0,No,Mumbai,2 BHK,2,32068.06282722513
Godrej Properties,20.0,175000000.0,15.0,Godrej RKS,3027.0,Yes,Mumbai,4 BHK,4,57813.016187644535
Hubtown Ltd.,,18900000.0,5000.0,Hubtown Seasons,648.0,Yes,Mumbai,2 BHK,2,29166.666666666668
,0.0,26000000.0,7500.0,,833.0,Yes,Mumbai,2 BHK,2,31212.484993997597
Runwal Developers,,19900000.0,4500.0,Runwal Serene,700.0,Yes,Mumbai,2 BHK,2,28428.571428571428
,0.0,85000000.0,1000.0,,2300.0,Yes,Mumbai,5 BHK,5,36956.52173913043
Safal Group,0.0,47500000.0,1000.0,Safal Nav Parmanu,1500.0,Yes,Mumbai,4 BHK,4,31666.666666666668
The Wadhwa Group,10.0,28500000.0,15.0,Wadhwa Dukes Horizon,698.0,Yes,Mumbai,2 BHK,2,40830.94555873926
,0.0,35000000.0,11500.0,,1175.0,Yes,Mumbai,3 BHK,3,29787.23404255319
,3.0,13700000.0,4500.0,,650.0,Yes,Mumbai,2 BHK,2,21076.923076923078
Veena Developers,12.0,16500000.0,10.0,Veena Serenity,631.0,Yes,Mumbai,2 BHK,2,26148.969889064978
,0.0,28000000.0,7000.0,,960.0,Yes,Mumbai,2 BHK,2,29166.666666666668
Satra Group,12.0,21000000.0,10.0,Satra Harmony,824.0,Yes,Mumbai,2 BHK,2,25485.436893203885
Godrej Properties,6.0,16500000.0,7.0,Godrej Central,600.0,Yes,Mumbai,2 BHK,2,27500.0
The Wadhwa Group,10.0,35500000.0,15.0,Wadhwa Dukes Horizon,835.0,Yes,Mumbai,3 BHK,3,42514.97005988024
Shree Krishna Group ,,24500000.0,,Pinnacle ,764.0,No,Mumbai,2 BHK,2,32068.06282722513
Godrej Properties,20.0,175000000.0,15.0,Godrej RKS,3027.0,Yes,Mumbai,4 BHK,4,57813.016187644535
,,21000000.0,,Kings Paradise ,564.0,No,Mumbai,2 BHK,2,37234.04255319149
Unity Land Consultancy,,9900000.0,,Venus heights,580.0,No,Mumbai,2 BHK,2,17068.96551724138
Charisma Builders Ltd.,1.0,8200000.0,,Mithul Enclave,423.0,No,Mumbai,1 BHK,1,19385.342789598108
,0.0,21000000.0,,,1230.0,Yes,Mumbai,2 BHK,2,17073.170731707316
,,11000000.0,,,800.0,No,Mumbai,2 BHK,2,13750.0
,,8500000.0,750.0,,500.0,No,Mumbai,1 BHK,1,17000.0
,,17000000.0,,,690.0,No,Mumbai,2 BHK,2,24637.681159420288
Kukreja construction,,25000000.0,,Bhoj Bhawan,750.0,No,Mumbai,2 BHK,2,33333.333333333336
,,3800000.0,,,250.0,No,Mumbai,1 BHK,1,15200.0
,,15000000.0,,,825.0,No,Mumbai,2 BHK,2,18181.81818181818
,,5000000.0,,,269.0,No,Mumbai,1 BHK,1,18587.36059479554
Spenta and Sabari Group,2.0,18000000.0,10.0,Altavista,724.0,Yes,Mumbai,2 BHK,2,24861.878453038673
,6.0,13700000.0,6.0,,650.0,Yes,Mumbai,2 BHK,2,21076.923076923078
,,35000000.0,10000.0,,1100.0,Yes,Mumbai,3 BHK,3,31818.18181818182
,,22000000.0,8000.0,,700.0,Yes,Mumbai,2 BHK,2,31428.571428571428
,5.0,37900000.0,1300.0,Tulsi Meadows,1300.0,Yes,Mumbai,3 BHK,3,29153.846153846152
,1.0,41000000.0,,,1364.0,No,Mumbai,3 BHK,3,30058.651026392963
,2.0,9500000.0,7.0,,415.0,Yes,Mumbai,1 BHK,1,22891.566265060243
,,19500000.0,,,700.0,No,Mumbai,2 BHK,2,27857.14285714286
,0.0,37500000.0,12000.0,,1120.0,Yes,Mumbai,3 BHK,3,33482.142857142855
MM Group,2.0,23800000.0,9000.0,MM Spectra,1230.0,Yes,Mumbai,3 BHK,3,19349.593495934958
,2.0,29000000.0,7000.0,,1170.0,Yes,Mumbai,3 BHK,3,24786.324786324785
,,12400000.0,,,545.0,No,Mumbai,1 BHK,1,22752.29357798165
Godrej Properties,,115000000.0,35000.0,Godrej RKS,2256.0,Yes,Mumbai,4 BHK,4,50975.17730496454
,0.0,39000000.0,14000.0,Sterling Apartment,1070.0,Yes,Mumbai,3 BHK,3,36448.59813084112
,0.0,47100000.0,10000.0,,1355.0,No,Mumbai,4 BHK,4,34760.14760147601
Godrej Properties,4.0,27000000.0,10000.0,Godrej RKS,560.0,Yes,Mumbai,2 BHK,2,48214.28571428572
Puravankara Ltd.,,19900000.0,3.0,Purva Clermont,533.0,Yes,Mumbai,2 BHK,2,37335.834896810506
Tridhaatu Realty & Infra Pvt. Ltd.,12.0,16555000.0,10.0,Tridhaatu Morya,646.0,Yes,Mumbai,2 BHK,2,25626.934984520125
,0.0,22500000.0,4000.0,Bholenath Aura Apartments,692.0,Yes,Mumbai,2 BHK,2,32514.450867052023
,0.0,38500000.0,13000.0,,1110.0,Yes,Mumbai,3 BHK,3,34684.68468468468
Kyraa Housing Projects,0.0,17500000.0,4200.0,Kyraa Ariso Apartment,678.0,Yes,Mumbai,2 BHK,2,25811.209439528022
Cooperative Group Housing Society,0.0,55000000.0,12000.0,diamond garden,1600.0,Yes,Mumbai,4 BHK,4,34375.0
,0.0,62500000.0,12500.0,,1580.0,No,Mumbai,4 BHK,4,39556.962025316454
,0.0,34000000.0,1000.0,Sai Sanskar,900.0,Yes,Mumbai,3 BHK,3,37777.77777777778
,0.0,59500000.0,11500.0,,1900.0,Yes,Mumbai,4 BHK,4,31315.78947368421
North Property Developers LLP,,6200000.0,0.0,North Star,310.0,Yes,Mumbai,1 BHK,1,20000.0
Godrej Properties,10.0,57000000.0,16000.0,Godrej RKS,1316.0,Yes,Mumbai,3 BHK,3,43313.06990881459
,0.0,14000000.0,1.0,,581.0,Yes,Mumbai,2 BHK,2,24096.385542168675
MAA ASHAPURA DEVLOPERS,50.0,15500000.0,0.0,Zynergy,611.0,Yes,Mumbai,2 BHK,2,25368.248772504092
,20.0,6900000.0,2800.0,,390.0,No,Mumbai,1 BHK,1,17692.30769230769
,25.0,50000000.0,10000.0,Sindhi Society,2000.0,Yes,Mumbai,4 BHK,4,25000.0
,2.0,24100000.0,3800.0,Chembur Gaothan,710.0,Yes,Mumbai,3 BHK,3,33943.66197183099
,,22200000.0,12.0,,682.0,Yes,Mumbai,2 BHK,2,32551.319648093842
,,35100000.0,12.0,,984.0,Yes,Mumbai,3 BHK,3,35670.73170731707
Tridhaatu Realty & Infra Pvt. Ltd.,8.0,17000000.0,5000.0,Tridhaatu Morya,697.0,Yes,Mumbai,2 BHK,2,24390.243902439026
,5.0,15800000.0,4000.0,,689.0,Yes,Mumbai,2 BHK,2,22931.78519593614
Crystal Group,,10500000.0,1500.0,Crystal Armus,428.0,Yes,Mumbai,1 BHK,1,24532.71028037383
,0.0,26000000.0,3800.0,,730.0,Yes,Mumbai,2 BHK,2,35616.438356164384
,1.0,27100000.0,5000.0,,775.0,Yes,Mumbai,2 BHK,2,34967.74193548387
Concrete Builders,20.0,25500000.0,7000.0,Sai Samast,724.0,Yes,Mumbai,2 BHK,2,35220.99447513812
Hubtown Ltd.,,28200000.0,5000.0,Hubtown Seasons,954.0,Yes,Mumbai,3 BHK,3,29559.748427672956
Hubtown Ltd.,,21700000.0,5000.0,Hubtown Seasons,750.0,Yes,Mumbai,2 BHK,2,28933.333333333332
Bholenath Developers Ltd.,,34000000.0,12000.0,Chembur Castle,1030.0,Yes,Mumbai,3 BHK,3,33009.70873786408
,1.0,18500000.0,7500.0,,690.0,Yes,Mumbai,2 BHK,2,26811.594202898552
Runwal Developers,0.0,45000000.0,9500.0,Runwal Hills,1550.0,Yes,Mumbai,4 BHK,4,29032.25806451613
The Wadhwa Group,6.0,40000000.0,15.0,Wadhwa Dukes Horizon,1049.0,Yes,Mumbai,3 BHK,3,38131.553860819826
,0.0,43000000.0,13500.0,,1350.0,Yes,Mumbai,3 BHK,3,31851.85185185185
Concrete Builders,2.0,32000000.0,7000.0,Sai Samast,1064.0,Yes,Mumbai,3 BHK,3,30075.187969924813
Tridhaatu Realty & Infra Pvt. Ltd.,11.0,17000000.0,10.0,Tridhaatu Morya,650.0,Yes,Mumbai,2 BHK,2,26153.846153846152
Veena Developers,12.0,19500000.0,10.0,Veena Serenity,781.0,Yes,Mumbai,3 BHK,3,24967.989756722152
,0.0,37920000.0,0.0,,1185.0,Yes,Mumbai,3 BHK,3,32000.0
Satra Group,10.0,14500000.0,10.0,Satra Harmony,550.0,Yes,Mumbai,2 BHK,2,26363.636363636364
Godrej Properties,0.0,125000000.0,35000.0,Godrej Codename RK studio,2278.0,Yes,Mumbai,4 BHK,4,54872.69534679544
The Wadhwa Group,10.0,17500000.0,15.0,Wadhwa Dukes Horizon,537.0,Yes,Mumbai,2 BHK,2,32588.454376163874
Puravankara Ltd.,2.0,17000000.0,10000.0,Purva Clermont,533.0,Yes,Mumbai,2 BHK,2,31894.934333958725
Shree Krishna Group ,,23000000.0,,Pinnacle ,736.0,No,Mumbai,2 BHK,2,31250.0
Godrej Properties,20.0,69000000.0,18.0,Godrej RKS,1465.0,Yes,Mumbai,3 BHK,3,47098.976109215015
Runwal Developers,13.0,18500000.0,15.0,Runwal OYT,672.0,Yes,Mumbai,2 BHK,2,27529.761904761905
DOSTI REALTY,,33000000.0,12.0,Dosti Mezzo 22,958.0,Yes,Mumbai,3 BHK,3,34446.76409185804
,5.0,8500000.0,10.0,,360.0,No,Mumbai,1 BHK,1,23611.11111111111
DOSTI REALTY,,32300000.0,,Dosti Mezzo 22,967.0,No,Mumbai,3 BHK,3,33402.27507755946
DOSTI REALTY,,21400000.0,,Dosti Mezzo 22,639.0,No,Mumbai,2 BHK,2,33489.82785602504
Sheth Creators Pvt. Ltd. and Sahana Group,4.0,63000000.0,0.0,Sheth Beaumonte,1357.0,Yes,Mumbai,4 BHK,4,46425.93957258659
,0.0,53100000.0,10.0,,1375.0,Yes,Mumbai,3 BHK,3,38618.181818181816
DOSTI REALTY,,23500000.0,,Dosti Mezzo 22,698.0,Yes,Mumbai,2 BHK,2,33667.6217765043
Ruparel Realty,,27500000.0,,Ruparel Zion,660.0,No,Mumbai,2 BHK,2,41666.666666666664
DOSTI REALTY,20.0,22900000.0,7000.0,Dosti Mezzo 22,639.0,Yes,Mumbai,2 BHK,2,35837.24569640063
,8.0,29500000.0,0.0,,662.0,No,Mumbai,2 BHK,2,44561.9335347432
Sheth Creators Pvt. Ltd. and Sahana Group,,58500000.0,,Sheth Beaumonte,1273.0,No,Mumbai,3 BHK,3,45954.438334642575
,5.0,15400000.0,6000.0,,583.0,Yes,Mumbai,2 BHK,2,26415.094339622643
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,56500000.0,16000.0,Sheth Beaumonte,1335.0,Yes,Mumbai,3 BHK,3,42322.097378277154
,10.0,17000000.0,5500.0,,596.0,Yes,Mumbai,2 BHK,2,28523.489932885906
DOSTI REALTY,,20200000.0,14.0,Dosti Mezzo 22,602.0,No,Mumbai,2 BHK,2,33554.81727574751
DOSTI REALTY,0.0,17900000.0,10000.0,Dosti Mezzo 22,532.0,Yes,Mumbai,2 BHK,2,33646.61654135338
Sheth Creators Pvt. Ltd. and Sahana Group,4.0,53800000.0,5.0,Sheth Beaumonte,1276.0,Yes,Mumbai,3 BHK,3,42163.009404388715
DOSTI REALTY,100.0,31000000.0,15.0,Dosti Mezzo 22,938.0,Yes,Mumbai,3 BHK,3,33049.04051172708
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,47100000.0,5000.0,Sheth Beaumonte,926.0,Yes,Mumbai,3 BHK,3,50863.93088552916
DOSTI REALTY,8.0,30000000.0,9500.0,Dosti Mezzo 22,967.0,Yes,Mumbai,3 BHK,3,31023.784901758016
Ahuja Constructions,10.0,22000000.0,12.0,Ahuja O2,752.0,Yes,Mumbai,2 BHK,2,29255.31914893617
Runwal Developers,6.0,18500000.0,15.0,Runwal OYT,672.0,Yes,Mumbai,2 BHK,2,27529.761904761905
Runwal Developers,12.0,16500000.0,15.0,Runwal OYT,583.0,Yes,Mumbai,2 BHK,2,28301.88679245283
DOSTI REALTY,,43800000.0,15.0,Dosti Mezzo 22,1331.0,Yes,Mumbai,3 BHK,3,32907.58827948911
,5.0,13500000.0,10.0,,475.0,Yes,Mumbai,2 BHK,2,28421.052631578947
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,55000000.0,15.0,Sheth Beaumonte,1276.0,Yes,Mumbai,3 BHK,3,43103.44827586207
DOSTI REALTY,,31400000.0,,Dosti Mezzo 22,938.0,No,Mumbai,3 BHK,3,33475.47974413646
DOSTI REALTY,,20100000.0,,Dosti Mezzo 22,602.0,No,Mumbai,2 BHK,2,33388.70431893688
DOSTI REALTY,25.0,34600000.0,15000.0,Dosti Mezzo 22,967.0,Yes,Mumbai,3 BHK,3,35780.76525336091
Sheth Creators Pvt. Ltd. and Sahana Group,,58500000.0,,Sheth Beaumonte,1273.0,No,Mumbai,3 BHK,3,45954.438334642575
,5.0,15400000.0,6000.0,,583.0,Yes,Mumbai,2 BHK,2,26415.094339622643
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,56500000.0,16000.0,Sheth Beaumonte,1335.0,Yes,Mumbai,3 BHK,3,42322.097378277154
,10.0,17000000.0,5500.0,,596.0,Yes,Mumbai,2 BHK,2,28523.489932885906
DOSTI REALTY,,20200000.0,14.0,Dosti Mezzo 22,602.0,No,Mumbai,2 BHK,2,33554.81727574751
DOSTI REALTY,0.0,17900000.0,10000.0,Dosti Mezzo 22,532.0,Yes,Mumbai,2 BHK,2,33646.61654135338
Sheth Creators Pvt. Ltd. and Sahana Group,4.0,53800000.0,5.0,Sheth Beaumonte,1276.0,Yes,Mumbai,3 BHK,3,42163.009404388715
DOSTI REALTY,100.0,31000000.0,15.0,Dosti Mezzo 22,938.0,Yes,Mumbai,3 BHK,3,33049.04051172708
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,47100000.0,5000.0,Sheth Beaumonte,926.0,Yes,Mumbai,3 BHK,3,50863.93088552916
DOSTI REALTY,8.0,30000000.0,9500.0,Dosti Mezzo 22,967.0,Yes,Mumbai,3 BHK,3,31023.784901758016
Ahuja Constructions,10.0,22000000.0,12.0,Ahuja O2,752.0,Yes,Mumbai,2 BHK,2,29255.31914893617
Runwal Developers,6.0,18500000.0,15.0,Runwal OYT,672.0,Yes,Mumbai,2 BHK,2,27529.761904761905
Runwal Developers,12.0,16500000.0,15.0,Runwal OYT,583.0,Yes,Mumbai,2 BHK,2,28301.88679245283
DOSTI REALTY,,43800000.0,15.0,Dosti Mezzo 22,1331.0,Yes,Mumbai,3 BHK,3,32907.58827948911
,5.0,13500000.0,10.0,,475.0,Yes,Mumbai,2 BHK,2,28421.052631578947
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,55000000.0,15.0,Sheth Beaumonte,1276.0,Yes,Mumbai,3 BHK,3,43103.44827586207
DOSTI REALTY,,31400000.0,,Dosti Mezzo 22,938.0,No,Mumbai,3 BHK,3,33475.47974413646
DOSTI REALTY,,20100000.0,,Dosti Mezzo 22,602.0,No,Mumbai,2 BHK,2,33388.70431893688
DOSTI REALTY,25.0,34600000.0,15000.0,Dosti Mezzo 22,967.0,Yes,Mumbai,3 BHK,3,35780.76525336091
,,200000000.0,150000.0,,2100.0,Yes,Mumbai,3 BHK,3,95238.09523809524
Sheth Creators Pvt. Ltd. and Sahana Group,,58500000.0,20000.0,Sheth Beaumonte,1273.0,Yes,Mumbai,3 BHK,3,45954.438334642575
Ruparel Realty,0.0,22600000.0,10.0,Ruparel Zion,692.0,Yes,Mumbai,2 BHK,2,32658.959537572253
Sheth Creators Pvt. Ltd. and Sahana Group,4.0,64000000.0,0.0,Sheth Beaumonte,1357.0,Yes,Mumbai,4 BHK,4,47162.859248341934
DOSTI REALTY,7.0,41900000.0,10.0,Dosti Mezzo 22,1194.0,Yes,Mumbai,3 BHK,3,35092.12730318258
,0.0,16500000.0,3305.0,Seva Samiti CHS Building No 4,580.0,Yes,Mumbai,2 BHK,2,28448.275862068964
,,20000000.0,,,800.0,No,Mumbai,2 BHK,2,25000.0
,,22500000.0,,Sion East,850.0,No,Mumbai,2 BHK,2,26470.58823529412
,,22500000.0,,Kartar Bhavan,700.0,No,Mumbai,1 BHK,1,32142.85714285714
,,21000000.0,,,600.0,No,Mumbai,2 BHK,2,35000.0
,0.0,49100000.0,10.0,,1273.0,No,Mumbai,3 BHK,3,38570.30636292223
,,15000000.0,0.0,,850.0,No,Mumbai,2 BHK,2,17647.058823529413
,,8200000.0,,Ameya CHS,260.0,No,Mumbai,1 BHK,1,31538.46153846154
DOSTI REALTY,,21500000.0,,Dosti Mezzo 22,639.0,Yes,Mumbai,2 BHK,2,33646.322378716744
,1.0,17900000.0,10000.0,,686.0,No,Mumbai,2 BHK,2,26093.2944606414
Ruparel Realty,0.0,12000000.0,6000.0,Ruparel Regalia,690.0,Yes,Mumbai,2 BHK,2,17391.304347826088
DOSTI REALTY,,22000000.0,,Dosti Mezzo 22,630.0,No,Mumbai,2 BHK,2,34920.63492063492
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,38000000.0,10000.0,Sheth Beaumonte,940.0,Yes,Mumbai,2 BHK,2,40425.53191489362
DOSTI REALTY,20.0,19200000.0,6000.0,Dosti Mezzo 22,532.0,Yes,Mumbai,2 BHK,2,36090.22556390977
,0.0,19000000.0,,Everard Nagar Co Operative Housing Society,600.0,Yes,Mumbai,2 BHK,2,31666.666666666668
,,14000000.0,2000.0,,575.0,No,Mumbai,2 BHK,2,24347.82608695652
,1.0,20000000.0,,,850.0,Yes,Mumbai,2 BHK,2,23529.41176470588
Sheth Creators Pvt. Ltd. and Sahana Group,1.0,56500000.0,,Sheth Beaumonte,1267.0,Yes,Mumbai,3 BHK,3,44593.52801894239
,,24000000.0,,,700.0,No,Mumbai,2 BHK,2,34285.71428571428
,1.0,60000000.0,20000.0,,990.0,Yes,Mumbai,3 BHK,3,60606.06060606061
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,58500000.0,25000.0,Sheth Beaumonte,1273.0,No,Mumbai,3 BHK,3,45954.438334642575
,,56000000.0,,,1300.0,No,Mumbai,3 BHK,3,43076.92307692308
,5.0,8500000.0,10.0,,360.0,No,Mumbai,1 BHK,1,23611.11111111111
Vibrant Developers,,27000000.0,,Vibrant Callisto,697.0,No,Mumbai,2 BHK,2,38737.44619799139
,,27000000.0,5400.0,,850.0,Yes,Mumbai,3 BHK,3,31764.70588235294
,3.0,25100000.0,12000.0,,916.0,Yes,Mumbai,3 BHK,3,27401.74672489083
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,68000000.0,14000.0,Sheth Beaumonte,1590.0,Yes,Mumbai,4 BHK,4,42767.29559748428
,10.0,15000000.0,6500.0,,525.0,Yes,Mumbai,2 BHK,2,28571.428571428572
Ahuja Constructions,3.0,27600000.0,15.0,Ahuja O2,1021.0,Yes,Mumbai,3 BHK,3,27032.32125367287
Ahuja Constructions,3.0,19999999.0,12.0,Ahuja O2,752.0,Yes,Mumbai,2 BHK,2,26595.74335106383
,5.0,18500000.0,7000.0,,596.0,Yes,Mumbai,2 BHK,2,31040.268456375838
Sheth Creators Pvt. Ltd. and Sahana Group,0.0,34700000.0,5000.0,Sheth Beaumonte,926.0,Yes,Mumbai,2 BHK,2,37473.002159827214
Sheth Creators Pvt. Ltd. and Sahana Group,4.0,69800000.0,5.0,Sheth Beaumonte,1357.0,Yes,Mumbai,4 BHK,4,51436.99336772292
,0.0,47500000.0,10000.0,Kakad Niketan Apartment,1300.0,Yes,Mumbai,3 BHK,3,36538.46153846154
DOSTI REALTY,100.0,20500000.0,10.0,Dosti Mezzo 22,747.0,Yes,Mumbai,2 BHK,2,27443.105756358767
DOSTI REALTY,20.0,33600000.0,5000.0,Dosti Mezzo 22,958.0,Yes,Mumbai,3 BHK,3,35073.06889352819
DOSTI REALTY,20.0,22400000.0,4000.0,Dosti Mezzo 22,639.0,Yes,Mumbai,2 BHK,2,35054.7730829421
Sheth Creators Pvt. Ltd. and Sahana Group,6.0,44100000.0,9000.0,Sheth Beaumonte,900.0,Yes,Mumbai,2 BHK,2,49000.0
DOSTI REALTY,100.0,33000000.0,15.0,Dosti Mezzo 22,967.0,Yes,Mumbai,3 BHK,3,34126.16339193381
,0.0,13500000.0,2000.0,,460.0,Yes,Mumbai,1 BHK,1,29347.82608695652
Sheth Creators Pvt. Ltd. and Sahana Group,5.0,74000000.0,16000.0,Sheth Beaumonte,1620.0,Yes,Mumbai,4 BHK,4,45679.01234567901
Sheth Creators Pvt. Ltd. and Sahana Group,,58000000.0,,Sheth Beaumonte,1273.0,No,Mumbai,3 BHK,3,45561.66535742341
DOSTI REALTY,8.0,18800000.0,6000.0,Dosti Mezzo 22,602.0,Yes,Mumbai,2 BHK,2,31229.23588039867
Ahuja Constructions,6.0,30000000.0,12.0,Ahuja O2,1044.0,Yes,Mumbai,3 BHK,3,28735.632183908045
Runwal Developers,5.0,26500000.0,15.0,Runwal OYT,907.0,Yes,Mumbai,3 BHK,3,29217.199558985667
Runwal Developers,13.0,26500000.0,15.0,Runwal OYT,907.0,Yes,Mumbai,3 BHK,3,29217.199558985667
Ahuja Constructions,8.0,30000000.0,12.0,Ahuja O2,1023.0,Yes,Mumbai,3 BHK,3,29325.513196480937
DOSTI REALTY,,39300000.0,12.0,Dosti Mezzo 22,1194.0,Yes,Mumbai,3 BHK,3,32914.572864321606
,,55000000.0,12.0,,1373.0,Yes,Mumbai,3 BHK,3,40058.266569555715
,,20000000.0,12.0,,950.0,No,Mumbai,2 BHK,2,21052.63157894737
,1.0,61000000.0,15.0,,1273.0,Yes,Mumbai,3 BHK,3,47918.30322073842
,1.0,16000000.0,5.0,,530.0,No,Mumbai,1 BHK,1,30188.67924528302
,0.0,14000000.0,1000.0,Sardar Nagar Vaibhav CHS,800.0,No,Mumbai,2 BHK,2,17500.0
,2.0,34000000.0,14000.0,,727.0,Yes,Mumbai,2 BHK,2,46767.53782668501
Sheth Creators Pvt. Ltd. and Sahana Group,4.0,56200000.0,20.0,Sheth Beaumonte,1276.0,Yes,Mumbai,3 BHK,3,44043.88714733542
DOSTI REALTY,,44500000.0,,Dosti Mezzo 22,1331.0,No,Mumbai,3 BHK,3,33433.50864012021
DOSTI REALTY,,17800000.0,,Dosti Mezzo 22,532.0,No,Mumbai,2 BHK,2,33458.64661654135
DOSTI REALTY,35.0,24600000.0,8000.0,Dosti Mezzo 22,698.0,Yes,Mumbai,2 BHK,2,35243.55300859599
,,38000000.0,,,1100.0,No,Mumbai,3 BHK,3,34545.454545454544
Sujata Builders,,40000000.0,,India House,900.0,No,Mumbai,3 BHK,3,44444.444444444445
Ruparel Realty,10.0,52700000.0,7500.0,Ruparel Panache,1098.0,Yes,Mumbai,3 BHK,3,47996.35701275046
Ruparel Realty,0.0,37900000.0,8000.0,Ruparel Panache,815.0,Yes,Mumbai,2 BHK,2,46503.06748466258
,,24000000.0,,,640.0,Yes,Mumbai,1 BHK,1,37500.0
,0.0,90000000.0,,,2400.0,Yes,Mumbai,5 BHK,5,37500.0
,,89900000.0,,Villa Velloze,1541.0,No,Mumbai,3 BHK,3,58338.741077222585
,,45000000.0,,,1300.0,No,Mumbai,3 BHK,3,34615.38461538462
,1.0,90000000.0,,Geetanjali Apartment,1650.0,Yes,Mumbai,3 BHK,3,54545.454545454544
,,29500000.0,6000.0,Dev Shakti,700.0,Yes,Mumbai,2 BHK,2,42142.857142857145
,0.0,31500000.0,4000.0,Silver Melody Apartment,630.0,Yes,Mumbai,2 BHK,2,50000.0
,0.0,40000000.0,,Sangeeta Apartment Potohar Nagar,1100.0,Yes,Mumbai,3 BHK,3,36363.63636363636
,0.0,42500000.0,7000.0,Arristo Sapphire,1200.0,No,Mumbai,2 BHK,2,35416.666666666664
,0.0,67500000.0,6500.0,,1250.0,Yes,Mumbai,3 BHK,3,54000.0
Ruparel Realty,7.0,34600000.0,6.0,Ruparel Panache,820.0,Yes,Mumbai,2 BHK,2,42195.12195121951
,0.0,58500000.0,12000.0,,1176.0,Yes,Mumbai,3 BHK,3,49744.897959183676
,0.0,62500000.0,11000.0,,1100.0,Yes,Mumbai,3 BHK,3,56818.181818181816
Arkade Group,5.0,50700000.0,9.0,Arkade Aura,907.0,Yes,Mumbai,3 BHK,3,55898.56670341786
,0.0,37500000.0,15000.0,,758.0,Yes,Mumbai,2 BHK,2,49472.295514511876
,0.0,64000000.0,10000.0,,1250.0,Yes,Mumbai,3 BHK,3,51200.0
,1.0,52500000.0,10000.0,,1025.0,Yes,Mumbai,3 BHK,3,51219.51219512195
Satyashraya Developers,0.0,59500000.0,20000.0,Palazzo Landmark,1040.0,Yes,Mumbai,3 BHK,3,57211.53846153846
Kalpataru Group,5.0,53000000.0,9000.0,Kalpataru  Imperia,1098.0,Yes,Mumbai,3 BHK,3,48269.581056466304
,0.0,150000000.0,32000.0,,2700.0,Yes,Mumbai,4 BHK,4,55555.555555555555
,0.0,140000000.0,0.0,Tiara Tower,2200.0,Yes,Mumbai,4 BHK,4,63636.36363636364
,0.0,40000000.0,10000.0,Atlanta Santacruz West,800.0,Yes,Mumbai,2 BHK,2,50000.0
,3.0,120000000.0,35000.0,,2500.0,Yes,Mumbai,6 BHK,6,48000.0
,0.0,40000000.0,,Sangeeta Apartment Potohar Nagar,1100.0,Yes,Mumbai,3 BHK,3,36363.63636363636
,0.0,42500000.0,7000.0,Arristo Sapphire,1200.0,No,Mumbai,2 BHK,2,35416.666666666664
,0.0,67500000.0,6500.0,,1250.0,Yes,Mumbai,3 BHK,3,54000.0
Ruparel Realty,7.0,34600000.0,6.0,Ruparel Panache,820.0,Yes,Mumbai,2 BHK,2,42195.12195121951
,0.0,58500000.0,12000.0,,1176.0,Yes,Mumbai,3 BHK,3,49744.897959183676
