ID,Possession Status,Availability Starts From,Developer,Units Available,Price,Booking Amount,Project Name,Carpet Area,Area Name,Parking,City,Covered Area,Location,Property,Maintenance Charges,Helper Column
4523,Ready to Move,NA,Oberoi Realty Ltd.,2,65000000,2100000,Oberoi Esquire,1330,Goregaon East,2 Covered,Mumbai,2195,"Goregaon East, Mumbai",3 BHK Flat,18000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 65000000"
4309,Ready to Move,NA,Oberoi Realty Ltd.,3,65000000,1100000,Oberoi Esquire,1330,Goregaon East,2 Covered,Mumbai,2195,"Goregaon East, Mumbai",3 BHK Flat,21000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 65000000"
4725,Ready to Move,NA,Oberoi Realty Ltd.,4,65500000,1100000,Oberoi Esquire,1367,Goregaon East,2 Covered,Mumbai,2195,"Goregaon East, Mumbai",3 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 65500000"
4637,Ready to Move,NA,Oberoi Realty Ltd.,4,67500000,500000,Oberoi Esquire,1330,Goregaon East,2 Covered,Mumbai,2195,"Goregaon East, Mumbai",3 BHK Flat,14000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 67500000"
4463,Ready to Move,NA,Oberoi Realty Ltd.,0,67500000,1100000,Oberoi Esquire,1330,Goregaon East,2 Covered,Mumbai,2280,"Goregaon East, Mumbai",3 BHK Flat,13000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 67500000"
4723,Ready to Move,NA,Oberoi Realty Ltd.,2,69000000,5000000,Oberoi Esquire,1330,Goregaon East,2 Covered,Mumbai,2195,"Goregaon East, Mumbai",3 BHK Flat,19000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 69000000"
4437,Ready to Move,NA,Oberoi Realty Ltd.,1,69999999,5000000,Oberoi Esquire,1330,Film City Road,2 Covered,Mumbai,2195,"Film City Road, Mumbai",3 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 69999999"
4395,Ready to Move,NA,Oberoi Realty Ltd.,2,70000000,2100000,Oberoi Esquire,1330,Goregaon East,2 Covered,Mumbai,2195,"Goregaon East, Mumbai",3 BHK Flat,10,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 70000000"
4311,Ready to Move,NA,Oberoi Realty Ltd.,NA,70000000,10000000,Oberoi Esquire,1367,Yashodham,1 Covered,Mumbai,2150,"Yashodham, Mumbai",3 BHK Flat,10000,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 70000000"
4367,Ready to Move,NA,Oberoi Realty Ltd.,NA,76000000,1000000,Oberoi Esquire,1380,Goregaon East,NA,Mumbai,NA,"Goregaon East, Mumbai",3 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 76000000"
4647,NA,NA,Oberoi Realty Ltd.,NA,80000000,800000,Oberoi Esquire,NA,Goregaon East,NA,Mumbai,NA,"Goregaon East, Mumbai",2 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 80000000"
4486,Ready to Move,NA,Oberoi Realty Ltd.,NA,80000000,6500000,Oberoi Esquire,1514,Goregaon East,NA,Mumbai,2499,"Goregaon East, Mumbai",3 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 80000000"
4584,Ready to Move,NA,Oberoi Realty Ltd.,1,90000000,0,Oberoi Esquire,2053,Goregaon East,4 Covered,Mumbai,3230,"Goregaon East, Mumbai",4 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Esquire, Mumbai, 90000000"
4487,Ready to Move,NA,Oberoi Realty Ltd.,6,54000000,500000,Oberoi Exquisite II,1081,Goregaon East,2 Covered,Mumbai,1820,"Goregaon East, Mumbai",3 BHK Flat,6000,"Oberoi Realty Ltd., Oberoi Exquisite II, Mumbai, 54000000"
4517,Ready to Move,NA,Oberoi Realty Ltd.,6,57000000,500000,Oberoi Exquisite II,1081,Goregaon East,2 Covered,Mumbai,1820,"Goregaon East, Mumbai",3 BHK Flat,6000,"Oberoi Realty Ltd., Oberoi Exquisite II, Mumbai, 57000000"
4324,Ready to Move,NA,Oberoi Realty Ltd.,3,61000000,61000000,Oberoi Exquisite II,1081,Goregaon East,2 Covered,Mumbai,1820,"Goregaon East, Mumbai",3 BHK Flat,10000,"Oberoi Realty Ltd., Oberoi Exquisite II, Mumbai, 61000000"
4628,Ready to Move,NA,Oberoi Realty Ltd.,7,65000000,1100000,Oberoi Exquisite II,1081,Goregaon East,2 Covered,Mumbai,1820,"Goregaon East, Mumbai",3 BHK Flat,16215,"Oberoi Realty Ltd., Oberoi Exquisite II, Mumbai, 65000000"
4322,Ready to Move,NA,Oberoi Realty Ltd.,1,67000000,100000,Oberoi Exquisite II,1360,Goregaon East,2 Covered,Mumbai,1800,"Goregaon East, Mumbai",3 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Exquisite II, Mumbai, 67000000"
4288,Ready to Move,NA,Oberoi Realty Ltd.,0,59000000,2000000,Oberoi Exquisite,1081,Goregaon East,2 Covered,Mumbai,1081,"Goregaon East, Mumbai",3 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Exquisite, Mumbai, 59000000"
4656,Ready to Move,NA,Oberoi Realty Ltd.,NA,60000000,NA,Oberoi Exquisite,NA,Goregaon East,NA,Mumbai,1648,"Goregaon East, Mumbai",3 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Exquisite, Mumbai, 60000000"
4429,Ready to Move,NA,Oberoi Realty Ltd.,NA,60000000,1100000,Oberoi Exquisite,1081,Goregaon East,2 Covered,Mumbai,1820,"Goregaon East, Mumbai",3 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Exquisite, Mumbai, 60000000"
4708,Ready to Move,NA,Oberoi Realty Ltd.,0,67000000,2000000,Oberoi Exquisite,1081,Goregaon East,1 Covered,Mumbai,1081,"Goregaon East, Mumbai",3 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Exquisite, Mumbai, 67000000"
1770,Ready to Move,NA,Oberoi Realty Ltd.,1,32000000,NA,Oberoi Gardens,NA,Kandivali East,NA,Mumbai,1000,"Kandivali East, Mumbai",3 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Gardens, Mumbai, 32000000"
1865,Ready to Move,NA,Oberoi Realty Ltd.,NA,33000000,NA,Oberoi Gardens,995,"Thakur Village, Kandivali East",NA,Mumbai,1395,"Thakur Village, Kandivali East, Mumbai",3 BHK Flat,8000,"Oberoi Realty Ltd., Oberoi Gardens, Mumbai, 33000000"
11960,Under Construction,Jul '23,Oberoi Realty Ltd.,0,105300000,11000000,Oberoi Maxima,2746,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,4236,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,12,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 105300000"
61,Under Construction,Jul '23,Oberoi Realty Ltd.,0,105300000,11000000,Oberoi Maxima,2746,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,4236,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,12,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 105300000"
12001,Under Construction,Mar '23,Oberoi Realty Ltd.,0,60000000,1100000,Oberoi Maxima,1800,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 60000000"
194,Under Construction,Mar '23,Oberoi Realty Ltd.,0,60000000,1100000,Oberoi Maxima,1800,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 60000000"
11980,Under Construction,Mar '23,Oberoi Realty Ltd.,0,92500000,1100000,Oberoi Maxima,2700,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",6 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 92500000"
99,Under Construction,Mar '23,Oberoi Realty Ltd.,0,92500000,1100000,Oberoi Maxima,2700,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",6 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 92500000"
11979,Under Construction,Dec '23,Oberoi Realty Ltd.,3,93900000,NA,Oberoi Maxima,2700,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 93900000"
681,Under Construction,Dec '23,Oberoi Realty Ltd.,3,93900000,NA,Oberoi Maxima,2700,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 93900000"
653,Under Construction,Dec '23,Oberoi Realty Ltd.,3,93900000,NA,Oberoi Maxima,2700,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,NA,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Maxima, Mumbai, 93900000"
1507,Ready to Move,NA,Oberoi Realty Ltd.,0,25500000,2550000,Oberoi Park View,800,Kandivali East,1 Covered,Mumbai,1250,"Kandivali East, Mumbai",2 BHK Flat,19800,"Oberoi Realty Ltd., Oberoi Park View, Mumbai, 25500000"
1549,Ready to Move,NA,Oberoi Realty Ltd.,2,27500000,500000,Oberoi Park View,870,Kandivali East,1 Covered,Mumbai,NA,"Kandivali East, Mumbai",2 BHK Flat,6000,"Oberoi Realty Ltd., Oberoi Park View, Mumbai, 27500000"
11950,Ready to Move,NA,Oberoi Realty Ltd.,0,100000000,1000000,Oberoi Prisma,2065,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,3193,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,30000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 100000000"
672,Ready to Move,NA,Oberoi Realty Ltd.,0,100000000,3000000,Oberoi Prisma,2104,Andheri East,2 Covered,Mumbai,2104,"Andheri East, Mumbai",4 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 100000000"
644,Ready to Move,NA,Oberoi Realty Ltd.,0,100000000,3000000,Oberoi Prisma,2104,Andheri East,2 Covered,Mumbai,2104,"Andheri East, Mumbai",4 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 100000000"
27,Ready to Move,NA,Oberoi Realty Ltd.,0,100000000,1000000,Oberoi Prisma,2065,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,3193,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,30000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 100000000"
315,Ready to Move,NA,Oberoi Realty Ltd.,2,66000000,1000000,Oberoi Prisma,1800,Andheri East,3 Covered,Mumbai,2800,"Andheri East, Mumbai",4 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 66000000"
12026,Ready to Move,NA,Oberoi Realty Ltd.,0,70000000,2500000,Oberoi Prisma,1691,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,2600,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 70000000"
463,Ready to Move,NA,Oberoi Realty Ltd.,NA,70000000,NA,Oberoi Prisma,NA,Andheri East,NA,Mumbai,1718,"Andheri East, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 70000000"
178,Ready to Move,NA,Oberoi Realty Ltd.,1,70000000,500000,Oberoi Prisma,1750,Andheri East,1 Covered,Mumbai,2800,"Andheri East, Mumbai",4 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 70000000"
16,Ready to Move,NA,Oberoi Realty Ltd.,0,70000000,2000000,Oberoi Prisma,1714,Andheri East,2 Covered,Mumbai,1714,"Andheri East, Mumbai",4 BHK Flat,10,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 70000000"
12016,Ready to Move,NA,Oberoi Realty Ltd.,1,71000000,1100000,Oberoi Prisma,1691,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,2600,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 71000000"
12112,Ready to Move,NA,Oberoi Realty Ltd.,2,90000000,1000000,Oberoi Prisma,2100,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,4000,"Jogeshwari Vikhroli Link Road, Mumbai",5 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 90000000"
11985,Ready to Move,NA,Oberoi Realty Ltd.,0,90000000,1000000,Oberoi Prisma,1718,Jogeshwari Vikhroli Link Road,"2 Covered, 2 Open",Mumbai,2748,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,30000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 90000000"
179,Ready to Move,NA,Oberoi Realty Ltd.,NA,90000000,6000000,Oberoi Prisma,1750,Andheri East,NA,Mumbai,3300,"Andheri East, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 90000000"
12098,Ready to Move,NA,Oberoi Realty Ltd.,0,91500000,1500000,Oberoi Prisma,2065,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,3193,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 91500000"
682,Ready to Move,NA,Oberoi Realty Ltd.,0,91500000,1500000,Oberoi Prisma,2065,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,3193,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 91500000"
654,Ready to Move,NA,Oberoi Realty Ltd.,0,91500000,1500000,Oberoi Prisma,2065,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,3193,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 91500000"
107,Ready to Move,NA,Oberoi Realty Ltd.,1,92000000,0,Oberoi Prisma,2300,Andheri East,1 Covered,Mumbai,2700,"Andheri East, Mumbai",4 BHK Flat,0,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 92000000"
11987,Ready to Move,NA,Oberoi Realty Ltd.,0,92500000,1000000,Oberoi Prisma,1718,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,2784,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,29000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 92500000"
145,Ready to Move,NA,Oberoi Realty Ltd.,0,92500000,1000000,Oberoi Prisma,1718,Jogeshwari Vikhroli Link Road,4 Covered,Mumbai,2784,"Jogeshwari Vikhroli Link Road, Mumbai",4 BHK Flat,29000,"Oberoi Realty Ltd., Oberoi Prisma, Mumbai, 92500000"
1249,Ready to Move,NA,Oberoi Realty Ltd.,NA,120000000,NA,Oberoi Sky Gardens,2000,Andheri West,NA,Mumbai,2700,"Andheri West, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Sky Gardens, Mumbai, 120000000"
1426,Ready to Move,NA,Oberoi Realty Ltd.,0,140000000,10000000,Oberoi Sky Gardens,2400,Andheri West,2 Covered,Mumbai,3500,"Andheri West, Mumbai",4 BHK Flat,35000,"Oberoi Realty Ltd., Oberoi Sky Gardens, Mumbai, 140000000"
1406,Ready to Move,NA,Oberoi Realty Ltd.,0,140000000,10000000,Oberoi Sky Gardens,2400,Andheri West,2 Covered,Mumbai,3500,"Andheri West, Mumbai",4 BHK Flat,35000,"Oberoi Realty Ltd., Oberoi Sky Gardens, Mumbai, 140000000"
1012,Ready to Move,NA,Oberoi Realty Ltd.,0,149000000,NA,Oberoi Sky Gardens,2600,Andheri West,NA,Mumbai,3200,"Andheri West, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Sky Gardens, Mumbai, 149000000"
834,Ready to Move,NA,Oberoi Realty Ltd.,NA,150000000,2500000,Oberoi Sky Heights,1800,Andheri West,NA,Mumbai,2871,"Andheri West, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Sky Heights, Mumbai, 150000000"
720,Ready to Move,NA,Oberoi Realty Ltd.,NA,165000000,5100000,Oberoi Sky Heights,2400,Andheri West,NA,Mumbai,3400,"Andheri West, Mumbai",4 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Sky Heights, Mumbai, 165000000"
12008,Ready to Move,NA,Oberoi Realty Ltd.,0,56500000,2000000,Oberoi Splendor Grande,1320,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,1820,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,7500,"Oberoi Realty Ltd., Oberoi Splendor Grande, Mumbai, 56500000"
224,Ready to Move,NA,Oberoi Realty Ltd.,0,56500000,2000000,Oberoi Splendor Grande,1325,Andheri East,2 Covered,Mumbai,1820,"Andheri East, Mumbai",3 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Splendor Grande, Mumbai, 56500000"
214,Ready to Move,NA,Oberoi Realty Ltd.,0,56500000,2000000,Oberoi Splendor Grande,1320,Jogeshwari Vikhroli Link Road,2 Covered,Mumbai,1820,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,7500,"Oberoi Realty Ltd., Oberoi Splendor Grande, Mumbai, 56500000"
12070,Ready to Move,NA,Oberoi Realty Ltd.,NA,69000000,NA,Oberoi Splendor Grande,NA,Jogeshwari East,2 Covered,Mumbai,1820,"Jogeshwari East, Mumbai",3 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Splendor Grande, Mumbai, 69000000"
222,Ready to Move,NA,Oberoi Realty Ltd.,NA,33800000,1100000,Oberoi Splendor,890,Andheri East,1 Covered,Mumbai,1377,"Andheri East, Mumbai",3 BHK Flat,12500,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 33800000"
142,Ready to Move,NA,Oberoi Realty Ltd.,0,34000000,3400000,Oberoi Splendor,985,Andheri East,2 Covered,Mumbai,1430,"Andheri East, Mumbai",3 BHK Flat,16700,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 34000000"
12100,Ready to Move,NA,Oberoi Realty Ltd.,10,35000000,1000000,Oberoi Splendor,987,Jogeshwari Vikhroli Link Road,1 Covered,Mumbai,1377,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,12000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 35000000"
12069,Ready to Move,NA,Oberoi Realty Ltd.,5,35000000,500000,Oberoi Splendor,863,Jogeshwari Vikhroli Link Road,1 Covered,Mumbai,1377,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 35000000"
550,Ready to Move,NA,Oberoi Realty Ltd.,5,35000000,500000,Oberoi Splendor,863,Jogeshwari Vikhroli Link Road,1 Covered,Mumbai,1377,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 35000000"
12034,Ready to Move,NA,Oberoi Realty Ltd.,2,37000000,1100000,Oberoi Splendor,987,Jogeshwari Vikhroli Link Road,1 Covered,Mumbai,1377,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,12500,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 37000000"
457,Ready to Move,NA,Oberoi Realty Ltd.,0,37000000,250000,Oberoi Splendor,980,Andheri East,1 Covered,Mumbai,1377,"Andheri East, Mumbai",3 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 37000000"
11969,Ready to Move,NA,Oberoi Realty Ltd.,0,37500000,1000000,Oberoi Splendor,890,Jogeshwari Vikhroli Link Road,1 Covered,Mumbai,1377,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 37500000"
538,Ready to Move,NA,Oberoi Realty Ltd.,7,37500000,1100000,Oberoi Splendor,920,Andheri East,2 Covered,Mumbai,1518,"Andheri East, Mumbai",3 BHK Flat,13200,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 37500000"
79,Ready to Move,NA,Oberoi Realty Ltd.,0,37500000,1000000,Oberoi Splendor,890,Jogeshwari Vikhroli Link Road,1 Covered,Mumbai,1377,"Jogeshwari Vikhroli Link Road, Mumbai",3 BHK Flat,20000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 37500000"
33,Ready to Move,NA,Oberoi Realty Ltd.,NA,38000000,1000000,Oberoi Splendor,863,Andheri East,2 Covered,Mumbai,1377,"Andheri East, Mumbai",3 BHK Flat,13000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 38000000"
43,Ready to Move,NA,Oberoi Realty Ltd.,3,39000000,1100000,Oberoi Splendor,891,Andheri East,1 Covered,Mumbai,1377,"Andheri East, Mumbai",3 BHK Flat,12500,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 39000000"
149,Ready to Move,NA,Oberoi Realty Ltd.,5,41500000,1100000,Oberoi Splendor,889,Andheri East,1 Covered,Mumbai,1377,"Andheri East, Mumbai",3 BHK Flat,12500,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 41500000"
100,Ready to Move,NA,Oberoi Realty Ltd.,2,41500000,500000,Oberoi Splendor,900,Andheri East,"2 Covered, 2 Open",Mumbai,1800,"Andheri East, Mumbai",3 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 41500000"
25,Ready to Move,NA,Oberoi Realty Ltd.,0,42500000,1000000,Oberoi Splendor,NA,Andheri East,1 Covered,Mumbai,1377,"Andheri East, Mumbai",3 BHK Flat,12000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 42500000"
12107,Ready to Move,NA,Oberoi Realty Ltd.,0,85000000,1000000,Oberoi Splendor,1976,Jogeshwari Vikhroli Link Road,3 Covered,Mumbai,2754,"Jogeshwari Vikhroli Link Road, Mumbai",6 BHK Flat,10000,"Oberoi Realty Ltd., Oberoi Splendor, Mumbai, 85000000"
1379,Ready to Move,NA,Oberoi Realty Ltd.,NA,125000000,2200000,Oberoi Springs,NA,Andheri West,2 Covered,Mumbai,2000,"Andheri West, Mumbai",6 BHK Flat,25000,"Oberoi Realty Ltd., Oberoi Springs, Mumbai, 125000000"
1132,Ready to Move,NA,Oberoi Realty Ltd.,NA,129000000,NA,Oberoi Springs,2500,Andheri West,4 Covered,Mumbai,2900,"Andheri West, Mumbai",5 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Springs, Mumbai, 129000000"
741,Ready to Move,NA,Oberoi Realty Ltd.,5,44500000,900000,Oberoi Springs,847,Andheri West,2 Covered,Mumbai,1295,"Andheri West, Mumbai",3 BHK Flat,14000,"Oberoi Realty Ltd., Oberoi Springs, Mumbai, 44500000"
1439,Ready to Move,NA,Oberoi Realty Ltd.,2,45000000,1000000,Oberoi Springs,950,Laxmi Industrial Estate,1 Covered,Mumbai,1295,"Laxmi Industrial Estate, Mumbai",3 BHK Flat,12000,"Oberoi Realty Ltd., Oberoi Springs, Mumbai, 45000000"
4461,Ready to Move,NA,Oberoi Realty Ltd.,0,38500000,500000,Oberoi Woods,998,Goregaon East,3 Covered,Mumbai,1200,"Goregaon East, Mumbai",3 BHK Flat,15000,"Oberoi Realty Ltd., Oberoi Woods, Mumbai, 38500000"
4319,Ready to Move,NA,Oberoi Realty Ltd.,1,39000000,1100000,Oberoi Woods,997,Goregaon East,3 Covered,Mumbai,1225,"Goregaon East, Mumbai",3 BHK Flat,10000,"Oberoi Realty Ltd., Oberoi Woods, Mumbai, 39000000"
4579,Ready to Move,NA,Oberoi Realty Ltd.,NA,45500000,NA,Oberoi Woods,NA,Goregaon East,NA,Mumbai,1200,"Goregaon East, Mumbai",3 BHK Flat,NA,"Oberoi Realty Ltd., Oberoi Woods, Mumbai, 45500000"
954,Ready to Move,NA,Om Group,NA,40000000,400000,Om Apartment,700,Andheri West,NA,Mumbai,800,"Andheri West, Mumbai",2 BHK Flat,NA,"Om Group, Om Apartment, Mumbai, 40000000"
11593,Ready to Move,NA,Om Realty,NA,3500000,NA,Om Residency,NA,Dombivli East,1 Open,Thane,702,"Dombivli East, Thane",2 BHK Flat,NA,"Om Realty, Om Residency, Thane, 3500000"
11836,Ready to Move,NA,Om Realty,NA,7200000,111000,Om Residency,625,Dombivli East,NA,Thane,875,"Dombivli East, Thane",2 BHK Flat,NA,"Om Realty, Om Residency, Thane, 7200000"
10859,Under Construction,Jun '23,Om Saath Realties LLP,2,7847500,500000,Grandness,365,Ashok Van,NA,Mumbai,565,"Ashok Van, Mumbai",1 BHK Flat,3700,"Om Saath Realties LLP, Grandness, Mumbai, 7847500"
11807,Ready to Move,NA,Om Sai Constructions,NA,3500000,NA,Om Sai Apartments,NA,Dombivli East,NA,Thane,675,"Dombivli East, Thane",1 BHK Flat,NA,"Om Sai Constructions, Om Sai Apartments, Thane, 3500000"
2008,Ready to Move,NA,Om Sai Developers,0,12900000,101000,Anupam,700,Charkop,1 Open,Mumbai,999,"Charkop, Mumbai",2 BHK Flat,1,"Om Sai Developers, Anupam, Mumbai, 12900000"
2064,Ready to Move,NA,Om Sai Developers,0,8700000,100000,Anupam,420,Charkop Sector 9,1 Open,Mumbai,610,"Charkop Sector 9, Mumbai",1 BHK Flat,2200,"Om Sai Developers, Anupam, Mumbai, 8700000"
5094,Ready to Move,NA,Om Sai Developers,NA,2700000,51000,Cherry Residency,425,Nalasopara West,1 Open,Mumbai,600,"Nalasopara West, Mumbai",1 BHK Flat,1600,"Om Sai Developers, Cherry Residency, Mumbai, 2700000"
5195,Ready to Move,NA,Om Sai Developers,NA,3000000,NA,Om Sai Heights Phase II,400,Nalasopara West,NA,Mumbai,585,"Nalasopara West, Mumbai",1 BHK Flat,NA,"Om Sai Developers, Om Sai Heights Phase II, Mumbai, 3000000"
11531,Ready to Move,NA,Om Sai Ganesh Developer,NA,2200000,NA,Sai Ganesh Darshan,NA,Dombivli East,NA,Thane,420,"Dombivli East, Thane",1 BHK Flat,NA,"Om Sai Ganesh Developer, Sai Ganesh Darshan, Thane, 2200000"
11771,Ready to Move,NA,Om Sai Ganesh Developer,NA,2700000,NA,Sai Ganesh Darshan,560,Dombivli East,NA,Thane,555,"Dombivli East, Thane",1 BHK Flat,NA,"Om Sai Ganesh Developer, Sai Ganesh Darshan, Thane, 2700000"
1147,Ready to Move,Aug '22,Om Sai Group,NA,7000000,NA,Om Sai Ganga CHS,269,Amboli,NA,Mumbai,335,"Amboli, Mumbai",1 BHK Flat,1000,"Om Sai Group, Om Sai Ganga CHS, Mumbai, 7000000"
418,Ready to Move,Aug '22,Om Sai Group,NA,7000000,NA,Om Sai Ganga CHS,269,Amboli,NA,Mumbai,335,"Amboli, Mumbai",1 BHK Flat,1000,"Om Sai Group, Om Sai Ganga CHS, Mumbai, 7000000"
5069,Under Construction,Mar '23,Om Sai Group,4,2600000,51000,Sai Heritage,360,Nalasopara West,1 Open,Mumbai,NA,"Nalasopara West, Mumbai",1 BHK Flat,1500,"Om Sai Group, Sai Heritage, Mumbai, 2600000"
